,name,version,description,keywords,dependencies,devDependencies,communityInterest,downloadsCount,downloadsAcceleration,dependentsCount,quality,popularity,maintenance
212,json-parse-better-errors,1.0.2,JSON.parse with context information on error,"['JSON', 'parser']",,"{'nyc': '^10.3.2', 'standard': '^9.0.2', 'standard-version': '^4.1.0', 'tap': '^10.3.3', 'weallbehave': '^1.2.0', 'weallcontribute': '^1.0.8'}",71,53741451.333333336,91319.99495814304,142,0.94441416571792,0.5210540371924162,0.9998651952945008
213,loader-runner,4.2.0,Runs (webpack) loaders,"['webpack', 'loader']",,"{'eslint': '^3.12.2', 'eslint-plugin-node': '^3.0.5', 'eslint-plugin-nodeca': '^1.0.3', 'istanbul': '^0.4.1', 'mocha': '^3.2.0', 'should': '^8.0.2'}",260,45326844.666666664,122927.0186643835,98,0.8551226531168785,0.5386273252841771,0.999894531306083
214,neo-async,2.6.2,"Neo-Async is a drop-in replacement for Async, it almost fully covers its functionality and runs faster","['async', 'util']",,"{'aigle': '^1.14.0', 'async': '^2.6.0', 'benchmark': '^2.1.1', 'bluebird': '^3.5.1', 'codecov.io': '^0.1.6', 'fs-extra': '^4.0.2', 'func-comparator': '^0.7.2', 'gulp': '^4.0.2', 'gulp-bump': '^2.8.0', 'gulp-exit': '0.0.2', 'gulp-git': '^2.4.2', 'gulp-jscs': '^4.0.0', 'gulp-mocha': '^4.2.0', 'gulp-tag-version': '^1.3.0', 'gulp-util': '^3.0.7', 'husky': '^1.2.0', 'istanbul': '^0.4.3', 'jsdoc': '^3.5.5', 'jshint': '^2.9.5', 'lint-staged': '^8.1.0', 'lodash': '^4.16.6', 'minimist': '^1.2.0', 'mocha': '^3.5.3', 'mocha-parallel-executor': '^0.3.0', 'mocha.parallel': '^0.15.3', 'prettier': '^1.15.2', 'require-dir': '^0.3.0'}",682,58563664.666666664,143701.9123097412,225,0.989472659492533,0.5983162707781383,0.999894531306083
215,pkg-dir,5.0.0,Find the root directory of a Node.js project or npm package,"['package', 'json', 'root', 'npm', 'entry', 'find', 'up', 'find-up', 'findup', 'look-up', 'look', 'file', 'search', 'match', 'resolve', 'parent', 'parents', 'folder', 'directory', 'dir', 'walk', 'walking', 'path']",{'find-up': '^5.0.0'},"{'ava': '^2.4.0', 'tempy': '^1.0.0', 'tsd': '^0.13.1', 'xo': '^0.33.1'}",184,152301665.66666666,396800.00036149146,682,0.8348371147464844,0.6340347454956639,0.999894531306083
216,find-up,5.0.0,Find a file or directory by walking up parent directories,"['find', 'up', 'find-up', 'findup', 'look-up', 'look', 'file', 'search', 'match', 'package', 'resolve', 'parent', 'parents', 'folder', 'directory', 'walk', 'walking', 'path']","{'locate-path': '^6.0.0', 'path-exists': '^4.0.0'}","{'ava': '^2.1.0', 'is-path-inside': '^2.1.0', 'tempy': '^0.6.0', 'tsd': '^0.13.1', 'xo': '^0.33.0'}",396,217539221.0,620264.3213850837,1539,0.8348371147464844,0.6895769409965768,0.999894531306083
217,locate-path,6.0.0,Get the first path that exists on disk of multiple paths,"['locate', 'path', 'paths', 'file', 'files', 'exists', 'find', 'finder', 'search', 'searcher', 'array', 'iterable', 'iterator']",{'p-locate': '^5.0.0'},"{'ava': '^2.4.0', 'tsd': '^0.13.1', 'xo': '^0.32.1'}",59,179654766.66666666,635103.7756849313,163,0.8348371147464844,0.5703765055680114,0.9999405727453268
218,p-locate,5.0.0,Get the first fulfilled promise that satisfies the provided testing function,"['promise', 'locate', 'find', 'finder', 'search', 'searcher', 'test', 'array', 'collection', 'iterable', 'iterator', 'race', 'fulfilled', 'fastest', 'async', 'await', 'promises', 'bluebird']",{'p-limit': '^3.0.2'},"{'ava': '^2.4.0', 'delay': '^4.1.0', 'in-range': '^2.0.0', 'time-span': '^4.0.0', 'tsd': '^0.13.1', 'xo': '^0.32.1'}",76,182160630.66666666,653682.3937975648,155,0.8348371147464844,0.5735387590317925,0.9999405727453268
219,p-limit,3.1.0,Run multiple promise-returning & async functions with limited concurrency,"['promise', 'limit', 'limited', 'concurrency', 'throttle', 'throat', 'rate', 'batch', 'ratelimit', 'task', 'queue', 'async', 'await', 'promises', 'bluebird']",{'yocto-queue': '^0.1.0'},"{'ava': '^2.4.0', 'delay': '^4.4.0', 'in-range': '^2.0.0', 'random-int': '^2.0.1', 'time-span': '^4.0.0', 'tsd': '^0.13.1', 'xo': '^0.35.0'}",651,166886614.33333334,536392.6496955862,501,0.8348371147464844,0.6589509440575094,0.999894531306083
220,yocto-queue,0.1.0,Tiny queue data structure,"['queue', 'data', 'structure', 'algorithm', 'queues', 'queuing', 'list', 'array', 'linkedlist', 'fifo', 'enqueue', 'dequeue', 'data-structure']",,"{'ava': '^2.4.0', 'tsd': '^0.13.1', 'xo': '^0.35.0'}",180,19083424.333333332,214988.90717275496,15,0.7500293981835684,0.47037201126403744,0.9619390560878851
221,path-exists,4.0.0,Check if a path exists,"['path', 'exists', 'exist', 'file', 'filepath', 'fs', 'filesystem', 'file-system', 'access', 'stat']",,"{'ava': '^1.4.1', 'tsd': '^0.7.2', 'xo': '^0.24.0'}",161,160248875.66666666,423003.09450152214,951,0.9251570942499078,0.6445989155208098,0.9999405727453268
222,schema-utils,3.0.0,webpack Validation Utils,['webpack'],"{'ajv': '^6.12.5', 'ajv-keywords': '^3.5.2', '@types/json-schema': '^7.0.6'}","{'@babel/cli': '^7.11.6', '@babel/core': '^7.11.6', '@babel/preset-env': '^7.11.5', '@commitlint/cli': '^11.0.0', '@commitlint/config-conventional': '^11.0.0', '@webpack-contrib/defaults': '^6.3.0', '@webpack-contrib/eslint-config-webpack': '^3.0.0', 'babel-jest': '^26.5.0', 'cross-env': '^7.0.2', 'del': '^6.0.0', 'del-cli': '^3.0.1', 'eslint': '^7.10.0', 'eslint-config-prettier': '^6.12.0', 'eslint-plugin-import': '^2.22.1', 'husky': '^4.3.0', 'jest': '^26.5.0', 'lint-staged': '^10.4.0', 'npm-run-all': '^4.1.5', 'prettier': '^2.1.2', 'standard-version': '^9.0.0', 'typescript': '^4.0.3'}",216,157067159.66666666,577255.2782153727,781,0.937649578640773,0.6451818885875191,0.999894531306083
223,ajv-keywords,5.0.0,Additional JSON-Schema keywords for Ajv JSON validator,"['JSON-Schema', 'ajv', 'keywords']",{'fast-deep-equal': '^3.1.3'},"{'@ajv-validator/config': '^0.2.3', '@types/chai': '^4.2.14', '@types/jest': '^26.0.14', '@types/node': '^14.11.10', '@types/uuid': '^8.3.0', '@typescript-eslint/eslint-plugin': '^4.4.1', '@typescript-eslint/parser': '^4.4.1', 'ajv': '^8.0.0', 'ajv-formats': '^2.0.0', 'chai': '^4.2.0', 'eslint': '^7.2.0', 'eslint-config-prettier': '^7.0.0', 'husky': '^4.3.0', 'jest': '^26.5.3', 'json-schema-test': '^2.0.0', 'lint-staged': '^10.4.2', 'prettier': '^2.1.2', 'ts-jest': '^26.4.1', 'typescript': '^4.2.0', 'uuid': '^8.1.0'}",257,65025669.666666664,169965.01826484024,302,0.9886754323098247,0.5864204736159389,0.6666666666666666
224,terser-webpack-plugin,5.1.1,Terser plugin for webpack,"['uglify', 'uglify-js', 'uglify-es', 'terser', 'webpack', 'webpack-plugin', 'minification', 'compress', 'compressor', 'min', 'minification', 'minifier', 'minify', 'optimize', 'optimizer']","{'jest-worker': '^26.6.2', 'p-limit': '^3.1.0', 'schema-utils': '^3.0.0', 'serialize-javascript': '^5.0.1', 'source-map': '^0.6.1', 'terser': '^5.5.1'}","{'@babel/cli': '^7.12.10', '@babel/core': '^7.12.10', '@babel/preset-env': '^7.12.11', '@commitlint/cli': '^11.0.0', '@commitlint/config-conventional': '^11.0.0', '@types/serialize-javascript': '^5.0.0', '@webpack-contrib/defaults': '^6.3.0', '@webpack-contrib/eslint-config-webpack': '^3.0.0', 'babel-jest': '^26.6.3', 'copy-webpack-plugin': '^7.0.0', 'cross-env': '^7.0.3', 'del': '^6.0.0', 'del-cli': '^3.0.1', 'eslint': '^7.17.0', 'eslint-config-prettier': '^7.1.0', 'eslint-plugin-import': '^2.22.1', 'file-loader': '^6.2.0', 'husky': '^4.3.7', 'jest': '^26.6.3', 'lint-staged': '^10.5.3', 'memfs': '^3.2.0', 'npm-run-all': '^4.1.5', 'prettier': '^2.2.1', 'standard-version': '^9.1.0', 'typescript': '^4.1.3', 'uglify-js': '^3.12.4', 'webpack': '^5.12.1', 'worker-loader': '^3.0.7'}",1718,78702071.33333333,249726.38755707745,3238,0.9857557434249705,0.7452418098878838,0.999966135045453
225,jest-worker,26.6.2,"Module for executing heavy tasks under forked processes in parallel, by providing a `Promise` based interface, minimum overhead, and bound workers.",,"{'@types/node': '*', 'merge-stream': '^2.0.0', 'supports-color': '^7.0.0'}","{'@types/merge-stream': '^1.1.2', '@types/supports-color': '^7.2.0', 'get-stream': '^6.0.0', 'worker-farm': '^1.6.0'}",40369,90963110.33333333,298389.89054414013,178,0.6610288808241659,0.7693520557921852,0.7958096693255521
226,@types/node,12.12.2,TypeScript definitions for Node.js,,,,22,69814571.33333333,261697.19918188732,8111,0.1989849939146585,0.6784890284298722,0.3333333333333333
227,merge-stream,2.0.0,Create a stream that emits events from multiple other streams,,,"{'from2': '^2.0.3', 'istanbul': '^0.4.5'}",282,59800789.333333336,178537.1279109589,670,0.9554165595786436,0.614001978133458,0.999894531306083
228,serialize-javascript,5.0.1,Serialize JavaScript to a superset of JSON that includes regular expressions and functions.,"['serialize', 'serialization', 'javascript', 'js', 'json']",{'randombytes': '^2.1.0'},"{'benchmark': '^2.1.4', 'chai': '^4.1.0', 'mocha': '^8.0.1', 'nyc': '^15.0.0'}",2458,72971016.0,273847.3904870624,686,0.9513981558334927,0.6953820810244785,0.6656839709215239
229,randombytes,2.1.0,random bytes from browserify stand alone,"['crypto', 'random']",{'safe-buffer': '^5.1.0'},"{'phantomjs': '^1.9.9', 'standard': '^10.0.2', 'tap-spec': '^2.1.2', 'tape': '^4.6.3', 'zuul': '^3.7.2'}",125,49132753.0,136812.7746385084,666,0.9549483477981411,0.5847769215721423,0.9998780437057773
230,source-map,0.7.3,Generates and consumes source maps,,,"{'doctoc': '^0.15.0', 'eslint': '^4.19.1', 'live-server': '^1.2.0', 'npm-run-all': '^4.1.2', 'nyc': '^11.7.1', 'watch': '^1.0.2', 'webpack': '^3.10'}",2994,261169065.33333334,845534.3493911719,2076,0.7363174745409438,0.7707594180998665,0.16666666666666666
231,terser,5.6.1,"JavaScript parser, mangler/compressor and beautifier toolkit for ES6+","['uglify', 'terser', 'uglify-es', 'uglify-js', 'minify', 'minifier', 'javascript', 'ecmascript', 'es5', 'es6', 'es7', 'es8', 'es2015', 'es2016', 'es2017', 'async', 'await']","{'commander': '^2.20.0', 'source-map': '~0.7.2', 'source-map-support': '~0.5.19'}","{'@ls-lint/ls-lint': '^1.9.2', 'acorn': '^8.0.5', 'astring': '^1.6.2', 'eslint': '^7.19.0', 'eslump': '^2.0.0', 'esm': '^3.2.25', 'mocha': '^8.2.1', 'pre-commit': '^1.2.2', 'rimraf': '^3.0.2', 'rollup': '2.38.4', 'semver': '^7.3.4'}",6122,70727852.66666667,269822.06168188737,665,0.9359637010650648,0.7302929147596121,0.979935467374105
232,commander,7.2.0,the complete solution for node.js command-line programs,"['commander', 'command', 'option', 'parser', 'cli', 'argument', 'args', 'argv']",,"{'@types/jest': '^26.0.20', '@types/node': '^14.14.20', '@typescript-eslint/eslint-plugin': '^4.12.0', '@typescript-eslint/parser': '^4.12.0', 'eslint': '^7.17.0', 'eslint-config-standard': '^16.0.2', 'eslint-plugin-jest': '^24.1.3', 'jest': '^26.6.3', 'standard': '^16.0.3', 'ts-jest': '^26.5.1', 'tsd': '^0.14.0', 'typescript': '^4.1.2'}",22777,232739759.33333334,692155.4430365297,46006,0.9616791488638115,0.9544743970806742,0.9999539415004948
233,source-map-support,0.5.19,Fixes stack traces for files with source maps,,"{'buffer-from': '^1.0.0', 'source-map': '^0.6.0'}","{'browserify': '^4.2.3', 'coffeescript': '^1.12.7', 'http-server': '^0.11.1', 'mocha': '^3.5.3', 'webpack': '^1.15.0'}",2095,92294843.33333333,159980.3331811264,3288,0.8364185382298429,0.7505232417523271,0.5400407818076166
234,buffer-from,1.1.1,"A [ponyfill](https://ponyfill.com) for `Buffer.from`, uses native implementation if available.","['buffer', 'buffer from']",,{'standard': '^7.1.2'},23,72018750.33333333,128109.77018645348,204,0.8336962979327651,0.5291371462524371,0.9998780437057773
235,watchpack,2.1.1,Wrapper library for directory and file watching.,,"{'glob-to-regexp': '^0.4.1', 'graceful-fs': '^4.1.2'}","{'coveralls': '^3.0.0', 'eslint': '^5.11.1', 'eslint-config-prettier': '^4.3.0', 'eslint-plugin-prettier': '^3.1.0', 'istanbul': '^0.4.3', 'mocha': '^5.0.1', 'prettier': '^1.11.0', 'rimraf': '^2.6.2', 'should': '^8.3.1', 'write-file-atomic': '^3.0.1'}",424,60790849.666666664,184992.50003805174,172,0.9878781836284053,0.5821639863382578,0.9999410146278274
236,webpack-sources,2.2.0,Source code handling classes for webpack,"['webpack', 'source-map']","{'source-list-map': '^2.0.1', 'source-map': '^0.6.1'}","{'coveralls': '^3.0.2', 'eslint': '^7.7.0', 'eslint-config-prettier': '^6.11.0', 'eslint-plugin-jest': '^23.20.0', 'eslint-plugin-mocha': '^8.0.0', 'eslint-plugin-node': '^11.1.0', 'eslint-plugin-nodeca': '^1.0.3', 'eslint-plugin-prettier': '^3.0.1', 'istanbul': '^0.4.1', 'jest': '^26.4.0', 'prettier': '^2.0.5', 'sourcemap-validator': '^2.1.0'}",266,52177056.333333336,133966.3413812786,929,0.8786481462279482,0.6157000947451597,0.9999410086299476
237,source-list-map,2.0.1,Fast line to line SourceMap generator.,['source-map'],,"{'mocha': '^2.2.1', 'should': '^5.2.0'}",60,44736492.0,87804.44471080665,91,0.9203039165491579,0.5002135477986934,0.9998651952945008
238,underscore,1.12.1,JavaScript's functional programming helper library.,"['util', 'functional', 'server', 'client', 'browser']",,"{'coveralls': '^2.11.2', 'docco': '^0.8.0', 'eslint': '^6.8.0', 'eslint-plugin-import': '^2.20.1', 'glob': '^7.1.6', 'gzip-size-cli': '^1.0.0', 'husky': '^4.2.3', 'karma': '^0.13.13', 'karma-qunit': '~2.0.1', 'karma-sauce-launcher': '^1.2.0', 'nyc': '^2.1.3', 'pretty-bytes-cli': '^1.0.0', 'qunit': '^2.10.0', 'rollup': '^1.32.1', 'terser': '^4.6.13'}",33005,34262875.666666664,53953.451312785386,17810,0.8918402091771744,0.8734309034843445,0.98138178474
239,dotenv,8.2.0,Loads environment variables from .env file,"['dotenv', 'env', '.env', 'environment', 'variables', 'config', 'settings']",,"{'decache': '^4.5.1', 'dtslint': '^0.9.8', 'flow-bin': '^0.109.0', 'sinon': '^7.5.0', 'standard': '^13.1.0', 'standard-markdown': '^5.1.0', 'standard-version': '^7.0.0', 'tap': '^14.7.0'}",14219,53944956.333333336,121680.05957001523,12971,0.9995248552319843,0.8637495803552573,0.5501203779531367
240,glob,7.1.6,a little globber,,"{'fs.realpath': '^1.0.0', 'inflight': '^1.0.4', 'inherits': '2', 'minimatch': '^3.0.4', 'once': '^1.3.0', 'path-is-absolute': '^1.0.0'}","{'mkdirp': '0', 'rimraf': '^2.2.8', 'tap': '^12.0.1', 'tick': '0.0.6'}",7754,150321600.33333334,180712.53590182657,17239,0.9520786269126938,0.876788743245568,0.4412441174951339
241,mkdirp,1.0.4,"Recursively mkdir, like `mkdir -p`","['mkdir', 'directory', 'make dir', 'make', 'dir', 'recursive', 'native']",,"{'require-inject': '^1.4.4', 'tap': '^14.10.7'}",458,167720769.66666666,602253.6428652969,17285,0.7597860258562932,0.7864695041290066,0.8577659356784721
